id,content,test_prompt
4035.1,"output.id: f640373a-ffbf-40a7-9aa3-b480b7774ec3 | output.metadata: webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Single-Permit.aspx"",""who created it"":""displayName"":""Shreya Bhattacharya"",""email"":""shreya.bhattacharya@dtsc.be"",""when it was created"":""createdDateTime"":""2024-05-16T10:18:42Z"",""last time it was modified"":""lastModifiedDateTime"":""2024-05-18T14:27:36Z"" | output.content: Documents Required for Single Permit Application (For Residents of Belgium)

Below is a detailed list of the documents required for applying for a Single Permit if you are already a resident of Belgium:

1. Passport
   Both Sides (Front and Back)

2. Existing Resident Permit
   Both Sides (Front and Back)

3. Copy of Diploma
   If your diploma was awarded by a country other than Belgium, the government MAY require diploma equivalence (Only if asked)
   This process recognizes the value of your diploma in Belgium.
   You can apply for equivalence through the following websites:
   - Wallonia-Brussels Federation (French-speaking): http://www.equivalences.cfwb.be/
   - Flanders Region (Dutch-speaking): https://www.vlaanderen.be/met-een-buitenlands-diploma-studeren-in-vlaanderen

4. Medical Certificate
   The certificate must be in the format specified by the Belgian Immigration Office.
   Download the format here: https://dofi.ibz.be/fr/themes/faq/long-stay/certificat-medical
   Your general practitioner (GP) can fill this form out for you.

5. Criminal Record Extract
   For the Brussels Region, you can order this free of charge from the official website: https://www.brussels.be/criminal-record-extract

6. Insurance Attestation
   Request an attestation of insurance from your mutuelle (health insurance provider).
   You can either:
   - Email your mutuelle, or
   - Visit one of their physical offices to request the document in person.

7. Salary Slips
   Provide salary slips related to your current employment contract.",
4035.2,"output.id: f640373a-ffbf-40a7-9aa3-b480b7774ec3 | output.metadata: webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Single-Permit.aspx"",""who created it"":""displayName"":""Shreya Bhattacharya"",""email"":""shreya.bhattacharya@dtsc.be"",""when it was created"":""createdDateTime"":""2023-08-24T14:27:36Z"",""last time it was modified"":""lastModifiedDateTime"":""2023-08-25T09:18:42Z"" | output.content: Documents Required for Single Permit Application (For Residents of Belgium)

Below is a detailed list of the documents required for applying for a Single Permit if you are already a resident of Belgium:

1. Passport
   Both Sides (Front and Back)

2. Existing Resident Permit
   Both Sides (Front and Back)

3. Copy of Diploma
   If your diploma was awarded by a country other than Belgium, the government MAY require diploma equivalence (Only if asked)
   This process recognizes the value of your diploma in Belgium.
   You can apply for equivalence through the following websites:
   - Wallonia-Brussels Federation (French-speaking): http://www.equivalences.cfwb.be/
   - Flanders Region (Dutch-speaking): https://www.vlaanderen.be/met-een-buitenlands-diploma-studeren-in-vlaanderen

4. Medical Certificate
   The certificate must be in the format specified by the Belgian Immigration Office.
   Download the format here: https://dofi.ibz.be/fr/themes/faq/long-stay/certificat-medical
   Your general practitioner (GP) can fill this form out for you.

5. Criminal Record Extract
   For the Brussels Region, you can order this free of charge from the official website: https://www.brussels.be/criminal-record-extract

6. Insurance Attestation
   Request an attestation of insurance from your mutuelle (health insurance provider).
   You can either:
   - Email your mutuelle, or
   - Visit one of their physical offices to request the document in person.

7. Salary Slips
   Provide salary slips related to your current employment contract.",
4035.3,"output.id: f640373a-ffbf-40a7-9aa3-b480b7774ec3 | output.metadata: webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Single-Permit.aspx"",""who created it"":""displayName"":""Shreya Bhattacharya"",""email"":""shreya.bhattacharya@dtsc.be"",""when it was created"":""createdDateTime"":""2022-03-12T09:18:42Z"",""last time it was modified"":""lastModifiedDateTime"":""2022-03-13T14:27:36Z"" | output.content: Documents Required for Single Permit Application (For Residents of Belgium)

Below is a detailed list of the documents required for applying for a Single Permit if you are already a resident of Belgium:

1. Passport
   Both Sides (Front and Back)

2. Existing Resident Permit
   Both Sides (Front and Back)

3. Copy of Diploma
   If your diploma was awarded by a country other than Belgium, the government MAY require diploma equivalence (Only if asked)
   This process recognizes the value of your diploma in Belgium.
   You can apply for equivalence through the following websites:
   - Wallonia-Brussels Federation (French-speaking): http://www.equivalences.cfwb.be/
   - Flanders Region (Dutch-speaking): https://www.vlaanderen.be/met-een-buitenlands-diploma-studeren-in-vlaanderen

4. Medical Certificate
   The certificate must be in the format specified by the Belgian Immigration Office.
   Download the format here: https://dofi.ibz.be/fr/themes/faq/long-stay/certificat-medical
   Your general practitioner (GP) can fill this form out for you.

5. Criminal Record Extract
   For the Brussels Region, you can order this free of charge from the official website: https://www.brussels.be/criminal-record-extract

6. Insurance Attestation
   Request an attestation of insurance from your mutuelle (health insurance provider).
   You can either:
   - Email your mutuelle, or
   - Visit one of their physical offices to request the document in person.

7. Salary Slips
   Provide salary slips related to your current employment contract.",
4036,"output.id: 32df6105-a8b9-45f7-80fd-09297ef9483f | output.metadata: webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Single-Permit-Application.aspx, who created it: ""displayName"":""Shreya Bhattacharya"",""email"":""shreya.bhattacharya@dtsc.be"" and when it was created: ""createdDateTime"":""2025-01-28T14:19:45Z"" and last time it was modified: ""lastModifiedDateTime"":""2025-01-28T14:20:18Z"" | output.content: Documents Required for Single Permit Application (For Residents of Belgium)
Below is a detailed list of the documents required for applying for a Single Permit if you are already a resident of Belgium:

1. Passport
Both Sides (Front and Back)

2. Existing Resident Permit
Both Sides (Front and Back)

3. Copy of Diploma
If your diploma was awarded by a country other than Belgium, the government MAY require diploma equivalence (Only if asked)
This process recognizes the value of your diploma in Belgium.
You can apply for equivalence through the following websites:
Wallonia-Brussels Federation (French-speaking): http://www.equivalences.cfwb.be/
Flanders Region (Dutch-speaking): https://www.vlaanderen.be/met-een-buitenlands-diploma-studeren-in-vlaanderen

4. Medical Certificate
The certificate must be in the format specified by the Belgian Immigration Office.
Download the format here: https://dofi.ibz.be/fr/themes/faq/long-stay/certificat-medical
Your general practitioner (GP) can fill this form out for you.

5. Criminal Record Extract
For the Brussels Region, you can order this free of charge from the official website:
Order Criminal Record Extract: https://www.brussels.be/criminal-record-extract

6. Insurance Attestation
Request an attestation of insurance from your mutuelle (health insurance provider).
You can either:
Email your mutuelle, or
Visit one of their physical offices to request the document in person.

7. Salary Slips
Provide salary slips related to your current employment contract.",COMMENT: Same page as 4035?
4036.1,"output.id: 32df6105-a8b9-45f7-80fd-09297ef9483f | output.metadata: {""webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Single-Permit-Application.aspx"",""createdBy"":{""displayName"":""Shreya Bhattacharya"",""email"":""shreya.bhattacharya@dtsc.be""},""createdDateTime"":""2023-08-14T09:38:21Z"",""lastModifiedDateTime"":""2023-08-15T11:27:36Z""} | output.content: Documents Required for Single Permit Application (For Residents of Belgium)
Below is a detailed list of the documents required for applying for a Single Permit if you are already a resident of Belgium:

1. Passport
Both Sides (Front and Back)

2. Existing Resident Permit
Both Sides (Front and Back)

3. Copy of Diploma
If your diploma was awarded by a country other than Belgium, the government MAY require diploma equivalence (Only if asked)
This process recognizes the value of your diploma in Belgium.
You can apply for equivalence through the following websites:
Wallonia-Brussels Federation (French-speaking): http://www.equivalences.cfwb.be/
Flanders Region (Dutch-speaking): https://www.vlaanderen.be/met-een-buitenlands-diploma-studeren-in-vlaanderen

4. Medical Certificate
The certificate must be in the format specified by the Belgian Immigration Office.
Download the format here: https://dofi.ibz.be/fr/themes/faq/long-stay/certificat-medical
Your general practitioner (GP) can fill this form out for you.

5. Criminal Record Extract
For the Brussels Region, you can order this free of charge from the official website:
Order Criminal Record Extract: https://www.brussels.be/criminal-record-extract

6. Insurance Attestation
Request an attestation of insurance from your mutuelle (health insurance provider).
You can either:
Email your mutuelle, or
Visit one of their physical offices to request the document in person.

7. Salary Slips
Provide salary slips related to your current employment contract.",
4036.2,"output.id: 32df6105-a8b9-45f7-80fd-09297ef9483f | output.metadata: {""webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Single-Permit-Application.aspx"",""createdBy"":{""displayName"":""Shreya Bhattacharya"",""email"":""shreya.bhattacharya@dtsc.be""},""createdDateTime"":""2022-05-22T13:42:17Z"",""lastModifiedDateTime"":""2022-05-24T08:19:45Z""} | output.content: Documents Required for Single Permit Application (For Residents of Belgium)
Below is a detailed list of the documents required for applying for a Single Permit if you are already a resident of Belgium:

1. Passport
Both Sides (Front and Back)

2. Existing Resident Permit
Both Sides (Front and Back)

3. Copy of Diploma
If your diploma was awarded by a country other than Belgium, the government MAY require diploma equivalence (Only if asked)
This process recognizes the value of your diploma in Belgium.
You can apply for equivalence through the following websites:
Wallonia-Brussels Federation (French-speaking): http://www.equivalences.cfwb.be/
Flanders Region (Dutch-speaking): https://www.vlaanderen.be/met-een-buitenlands-diploma-studeren-in-vlaanderen

4. Medical Certificate
The certificate must be in the format specified by the Belgian Immigration Office.
Download the format here: https://dofi.ibz.be/fr/themes/faq/long-stay/certificat-medical
Your general practitioner (GP) can fill this form out for you.

5. Criminal Record Extract
For the Brussels Region, you can order this free of charge from the official website:
Order Criminal Record Extract: https://www.brussels.be/criminal-record-extract

6. Insurance Attestation
Request an attestation of insurance from your mutuelle (health insurance provider).
You can either:
Email your mutuelle, or
Visit one of their physical offices to request the document in person.

7. Salary Slips
Provide salary slips related to your current employment contract.",
4036.3,"output.id: 32df6105-a8b9-45f7-80fd-09297ef9483f | output.metadata: {""webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Single-Permit-Application.aspx"",""createdBy"":{""displayName"":""Shreya Bhattacharya"",""email"":""shreya.bhattacharya@dtsc.be""},""createdDateTime"":""2020-11-09T10:25:38Z"",""lastModifiedDateTime"":""2020-11-10T16:32:19Z""} | output.content: Documents Required for Single Permit Application (For Residents of Belgium)
Below is a detailed list of the documents required for applying for a Single Permit if you are already a resident of Belgium:

1. Passport
Both Sides (Front and Back)

2. Existing Resident Permit
Both Sides (Front and Back)

3. Copy of Diploma
If your diploma was awarded by a country other than Belgium, the government MAY require diploma equivalence (Only if asked)
This process recognizes the value of your diploma in Belgium.
You can apply for equivalence through the following websites:
Wallonia-Brussels Federation (French-speaking): http://www.equivalences.cfwb.be/
Flanders Region (Dutch-speaking): https://www.vlaanderen.be/met-een-buitenlands-diploma-studeren-in-vlaanderen

4. Medical Certificate
The certificate must be in the format specified by the Belgian Immigration Office.
Download the format here: https://dofi.ibz.be/fr/themes/faq/long-stay/certificat-medical
Your general practitioner (GP) can fill this form out for you.

5. Criminal Record Extract
For the Brussels Region, you can order this free of charge from the official website:
Order Criminal Record Extract: https://www.brussels.be/criminal-record-extract

6. Insurance Attestation
Request an attestation of insurance from your mutuelle (health insurance provider).
You can either:
Email your mutuelle, or
Visit one of their physical offices to request the document in person.

7. Salary Slips
Provide salary slips related to your current employment contract.",
4037,"output.id: 741ad9be-e33b-4e7a-b507-440e349662a8 | output.metadata: webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Sourcing-BNP-Paribas.aspx, who created it: ""displayName"":""David Budin"",""email"":""dbudin@dtsc.be"" and when it was created: ""createdDateTime"":""2024-05-21T11:39:19Z"" and last time it was modified: ""lastModifiedDateTime"":""2024-05-21T11:41:50Z"" | output.content: Pour accéder aux offres ouvertes par la BNP en direct:

- Suivre ce lien: https://sourcing.my.site.com/vms/s/login/?language=en_US&bid=bnppf
- Login: info@dtsc.be
- PWD: gutnuq-rypryQ-1mexsi
- Il faut ensuite approuver la connexion via le Salesforce Authenticator (iOS, Android), détails d'utilisation:

Accessing this application requires Multi Factor Authentication using your smartphone (increased security), before clicking the link in the mail please execute the steps below:

Smartphone - Download the ""Salesforce Authenticator"" application (Google Play Store or Apple App Store).

Smartphone - Open your Salesforce Authenticator App

Smartphone - Enter your mobile number and click ""send""

Smartphone - Confirm your mobile number via the ""sms"" notification

Smartphone - Go to the Salesforce Authenticator App, select ""add an account"". A two words sentence appears on your smartphone.

Browser - Click the link you received in the mail entitled ""Confirm your email address""

Browser - Type the two words sentence from your Salesforce Authenticator App and click on ""connect""

Smartphone - Go to the Salesforce Authenticator App and approve the connection (at a first connection, it is possible that you need to approve the log-in twice)

Browser - Select and confirm a password

Browser - Type the URL address https://sourcing-com.force.com/vms in order to connect to the Nétive homepage

Browser - Log-in to Nétive using the user name (= email address) and password you selected earlier

Browser - complete the registration request by entering the requested company data

As soon as we receive the additional data we will evaluate your request, if and when the request is approved you will receive a notification mail (can take a couple of days).

SUBSEQUENT CONNECTIONS TO THE NETIVE TOOL

Browser - Connect to the URL address https://sourcing-com.force.com/vms

Browser - Log-in to Nétive with your credentials (username and password)

Smartphone - Open your Salesforce Authenticator App

Smartphone - Approve the connection

ADDITIONAL INFORMATION

User manuals, templates, FAQ documents etc. can be found in the 'Library' section of the tool.

In case of questions, please contact help.netive@bnpparibasfortis.com",How can I access BNP Paribas sourcing offers?
4037.1,"output.id: 741ad9be-e33b-4e7a-b507-440e349662a8 | output.metadata: {""webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Sourcing-BNP-Paribas.aspx"",""createdBy"":{""displayName"":""David Budin"",""email"":""dbudin@dtsc.be""},""createdDateTime"":""2023-09-18T08:22:43Z"",""lastModifiedDateTime"":""2023-09-19T14:35:27Z""} | output.content: Pour accéder aux offres ouvertes par la BNP en direct:

- Suivre ce lien: https://sourcing.my.site.com/vms/s/login/?language=en_US&bid=bnppf
- Login: info@dtsc.be
- PWD: gutnuq-rypryQ-1mexsi
- Il faut ensuite approuver la connexion via le Salesforce Authenticator (iOS, Android), détails d'utilisation:

Accessing this application requires Multi Factor Authentication using your smartphone (increased security), before clicking the link in the mail please execute the steps below:

Smartphone - Download the ""Salesforce Authenticator"" application (Google Play Store or Apple App Store).

Smartphone - Open your Salesforce Authenticator App

Smartphone - Enter your mobile number and click ""send""

Smartphone - Confirm your mobile number via the ""sms"" notification

Smartphone - Go to the Salesforce Authenticator App, select ""add an account"". A two words sentence appears on your smartphone.

Browser - Click the link you received in the mail entitled ""Confirm your email address""

Browser - Type the two words sentence from your Salesforce Authenticator App and click on ""connect""

Smartphone - Go to the Salesforce Authenticator App and approve the connection (at a first connection, it is possible that you need to approve the log-in twice)

Browser - Select and confirm a password

Browser - Type the URL address https://sourcing-com.force.com/vms in order to connect to the Nétive homepage

Browser - Log-in to Nétive using the user name (= email address) and password you selected earlier

Browser - complete the registration request by entering the requested company data

As soon as we receive the additional data we will evaluate your request, if and when the request is approved you will receive a notification mail (can take a couple of days).

SUBSEQUENT CONNECTIONS TO THE NETIVE TOOL

Browser - Connect to the URL address https://sourcing-com.force.com/vms

Browser - Log-in to Nétive with your credentials (username and password)

Smartphone - Open your Salesforce Authenticator App

Smartphone - Approve the connection

ADDITIONAL INFORMATION

User manuals, templates, FAQ documents etc. can be found in the 'Library' section of the tool.

In case of questions, please contact help.netive@bnpparibasfortis.com",
4037.2,"output.id: 741ad9be-e33b-4e7a-b507-440e349662a8 | output.metadata: {""webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Sourcing-BNP-Paribas.aspx"",""createdBy"":{""displayName"":""David Budin"",""email"":""dbudin@dtsc.be""},""createdDateTime"":""2022-06-14T15:27:38Z"",""lastModifiedDateTime"":""2022-06-16T09:42:19Z""} | output.content: Pour accéder aux offres ouvertes par la BNP en direct:

- Suivre ce lien: https://sourcing.my.site.com/vms/s/login/?language=en_US&bid=bnppf
- Login: info@dtsc.be
- PWD: gutnuq-rypryQ-1mexsi
- Il faut ensuite approuver la connexion via le Salesforce Authenticator (iOS, Android), détails d'utilisation:

Accessing this application requires Multi Factor Authentication using your smartphone (increased security), before clicking the link in the mail please execute the steps below:

Smartphone - Download the ""Salesforce Authenticator"" application (Google Play Store or Apple App Store).

Smartphone - Open your Salesforce Authenticator App

Smartphone - Enter your mobile number and click ""send""

Smartphone - Confirm your mobile number via the ""sms"" notification

Smartphone - Go to the Salesforce Authenticator App, select ""add an account"". A two words sentence appears on your smartphone.

Browser - Click the link you received in the mail entitled ""Confirm your email address""

Browser - Type the two words sentence from your Salesforce Authenticator App and click on ""connect""

Smartphone - Go to the Salesforce Authenticator App and approve the connection (at a first connection, it is possible that you need to approve the log-in twice)

Browser - Select and confirm a password

Browser - Type the URL address https://sourcing-com.force.com/vms in order to connect to the Nétive homepage

Browser - Log-in to Nétive using the user name (= email address) and password you selected earlier

Browser - complete the registration request by entering the requested company data

As soon as we receive the additional data we will evaluate your request, if and when the request is approved you will receive a notification mail (can take a couple of days).

SUBSEQUENT CONNECTIONS TO THE NETIVE TOOL

Browser - Connect to the URL address https://sourcing-com.force.com/vms

Browser - Log-in to Nétive with your credentials (username and password)

Smartphone - Open your Salesforce Authenticator App

Smartphone - Approve the connection

ADDITIONAL INFORMATION

User manuals, templates, FAQ documents etc. can be found in the 'Library' section of the tool.

In case of questions, please contact help.netive@bnpparibasfortis.com",
4037.3,"output.id: 741ad9be-e33b-4e7a-b507-440e349662a8 | output.metadata: {""webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Sourcing-BNP-Paribas.aspx"",""createdBy"":{""displayName"":""David Budin"",""email"":""dbudin@dtsc.be""},""createdDateTime"":""2021-03-09T11:42:56Z"",""lastModifiedDateTime"":""2021-03-10T16:38:22Z""} | output.content: Pour accéder aux offres ouvertes par la BNP en direct:

- Suivre ce lien: https://sourcing.my.site.com/vms/s/login/?language=en_US&bid=bnppf
- Login: info@dtsc.be
- PWD: gutnuq-rypryQ-1mexsi
- Il faut ensuite approuver la connexion via le Salesforce Authenticator (iOS, Android), détails d'utilisation:

Accessing this application requires Multi Factor Authentication using your smartphone (increased security), before clicking the link in the mail please execute the steps below:

Smartphone - Download the ""Salesforce Authenticator"" application (Google Play Store or Apple App Store).

Smartphone - Open your Salesforce Authenticator App

Smartphone - Enter your mobile number and click ""send""

Smartphone - Confirm your mobile number via the ""sms"" notification

Smartphone - Go to the Salesforce Authenticator App, select ""add an account"". A two words sentence appears on your smartphone.

Browser - Click the link you received in the mail entitled ""Confirm your email address""

Browser - Type the two words sentence from your Salesforce Authenticator App and click on ""connect""

Smartphone - Go to the Salesforce Authenticator App and approve the connection (at a first connection, it is possible that you need to approve the log-in twice)

Browser - Select and confirm a password

Browser - Type the URL address https://sourcing-com.force.com/vms in order to connect to the Nétive homepage

Browser - Log-in to Nétive using the user name (= email address) and password you selected earlier

Browser - complete the registration request by entering the requested company data

As soon as we receive the additional data we will evaluate your request, if and when the request is approved you will receive a notification mail (can take a couple of days).

SUBSEQUENT CONNECTIONS TO THE NETIVE TOOL

Browser - Connect to the URL address https://sourcing-com.force.com/vms

Browser - Log-in to Nétive with your credentials (username and password)

Smartphone - Open your Salesforce Authenticator App

Smartphone - Approve the connection

ADDITIONAL INFORMATION

User manuals, templates, FAQ documents etc. can be found in the 'Library' section of the tool.

In case of questions, please contact help.netive@bnpparibasfortis.com",
4038,"output.id: 4463fd18-0f8b-4678-be3e-c32d9fb98e51 | output.metadata: webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Sourcing-Elia.aspx, who created it: displayName"":""Mathieu Serruys"",""email"":""mathieu.serruys@dtsc.be"" and when it was created: ""createdDateTime"":""2024-08-20T12:04:04Z"" and last time it was modified: ""lastModifiedDateTime"":""2024-08-20T12:14:30Z"" | output.content: Pour accéder aux offres ouvertes par Elia en direct:

• Suivre ce lien: https://tapfin-be.my.site.com/vms/s/login/?language=en_US
• Login: dbudin@dtsc.be.tapfin
• PWD: norPik-mawjum-9xarca
• Choisissez l'onglet “Recent Job Requisitions”",How can I access Elia?
4038.1,"output.id: 4463fd18-0f8b-4678-be3e-c32d9fb98e51 | output.metadata: {""webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Sourcing-Elia.aspx"",""createdBy"":{""displayName"":""Mathieu Serruys"",""email"":""mathieu.serruys@dtsc.be""},""createdDateTime"":""2023-11-15T09:18:32Z"",""lastModifiedDateTime"":""2023-11-16T14:22:48Z""} | output.content: Pour accéder aux offres ouvertes par Elia en direct:

- Suivre ce lien: https://tapfin-be.my.site.com/vms/s/login/?language=en_US
- Login: dbudin@dtsc.be.tapfin
- PWD: norPik-mawjum-9xarca
- Choisissez l'onglet ""Recent Job Requisitions""",
4038.2,"output.id: 4463fd18-0f8b-4678-be3e-c32d9fb98e51 | output.metadata: {""webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Sourcing-Elia.aspx"",""createdBy"":{""displayName"":""Mathieu Serruys"",""email"":""mathieu.serruys@dtsc.be""},""createdDateTime"":""2022-04-27T13:41:56Z"",""lastModifiedDateTime"":""2022-04-28T08:35:17Z""} | output.content: Pour accéder aux offres ouvertes par Elia en direct:

- Suivre ce lien: https://tapfin-be.my.site.com/vms/s/login/?language=en_US
- Login: dbudin@dtsc.be.tapfin
- PWD: norPik-mawjum-9xarca
- Choisissez l'onglet ""Recent Job Requisitions""",
4038.3,"output.id: 4463fd18-0f8b-4678-be3e-c32d9fb98e51 | output.metadata: {""webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Sourcing-Elia.aspx"",""createdBy"":{""displayName"":""Mathieu Serruys"",""email"":""mathieu.serruys@dtsc.be""},""createdDateTime"":""2020-10-03T10:27:19Z"",""lastModifiedDateTime"":""2020-10-04T15:48:36Z""} | output.content: Pour accéder aux offres ouvertes par Elia en direct:

- Suivre ce lien: https://tapfin-be.my.site.com/vms/s/login/?language=en_US
- Login: dbudin@dtsc.be.tapfin
- PWD: norPik-mawjum-9xarca
- Choisissez l'onglet ""Recent Job Requisitions""",
4039,"output.id: f16c1a8e-544b-48ba-80ce-e3401bcc4735 | output.metadata: webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Sourcing-sites.aspx, who created it:""displayName"":""Thibault Draye"",""email"":""tdraye@dtsc.be"" and when it was created: ""createdDateTime"":""2024-02-14T14:24:08Z"" and last time it was modified: ""lastModifiedDateTime"":""2024-02-14T14:29:04Z"" | output.content: Within this dedicated section of SharePoint, you will uncover a wealth of information pertaining to the diverse range of sourcing capabilities tailored for the company. This includes convenient links to access the CRM (Odoo) as well as other platforms that prove instrumental in facilitating the search for your next mission.","COMMENT: No content, maybe ignore"
4039.1,"output.id: f16c1a8e-544b-48ba-80ce-e3401bcc4735 | output.metadata: {""webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Sourcing-sites.aspx"",""createdBy"":{""displayName"":""Thibault Draye"",""email"":""tdraye@dtsc.be""},""createdDateTime"":""2023-07-28T08:17:25Z"",""lastModifiedDateTime"":""2023-07-29T13:42:19Z""} | output.content: Within this dedicated section of SharePoint, you will uncover a wealth of information pertaining to the diverse range of sourcing capabilities tailored for the company. This includes convenient links to access the CRM (Odoo) as well as other platforms that prove instrumental in facilitating the search for your next mission.",
4039.2,"output.id: f16c1a8e-544b-48ba-80ce-e3401bcc4735 | output.metadata: {""webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Sourcing-sites.aspx"",""createdBy"":{""displayName"":""Thibault Draye"",""email"":""tdraye@dtsc.be""},""createdDateTime"":""2022-01-12T11:33:47Z"",""lastModifiedDateTime"":""2022-01-14T09:15:38Z""} | output.content: Within this dedicated section of SharePoint, you will uncover a wealth of information pertaining to the diverse range of sourcing capabilities tailored for the company. This includes convenient links to access the CRM (Odoo) as well as other platforms that prove instrumental in facilitating the search for your next mission.",
4039.3,"output.id: f16c1a8e-544b-48ba-80ce-e3401bcc4735 | output.metadata: {""webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Sourcing-sites.aspx"",""createdBy"":{""displayName"":""Thibault Draye"",""email"":""tdraye@dtsc.be""},""createdDateTime"":""2020-08-19T14:22:31Z"",""lastModifiedDateTime"":""2020-08-21T10:37:42Z""} | output.content: Within this dedicated section of SharePoint, you will uncover a wealth of information pertaining to the diverse range of sourcing capabilities tailored for the company. This includes convenient links to access the CRM (Odoo) as well as other platforms that prove instrumental in facilitating the search for your next mission.",
